"","Stage","Date","Distance_km","Type","Winner","Type_general"
"2043","5",1921-07-04,482,"Plain stage","Louis Mottiat","flat"
"2044","6",1921-07-06,326,"Stage with mountain(s)","Hector Heusghem","mountain"
"2045","7",1921-07-08,323,"Stage with mountain(s)","Louis Mottiat","mountain"
"2046","8",1921-07-10,411,"Plain stage","Luigi Lucotti","flat"
"2047","9",1921-07-12,272,"Stage with mountain(s)","Firmin Lambot","mountain"
"2048","10",1921-07-14,333,"Stage with mountain(s)","Leon Scieur","mountain"
"2049","11",1921-07-16,325,"Stage with mountain(s)","Félix Goethals","mountain"
"2050","12",1921-07-18,371,"Plain stage","Honoré Barthélemy","flat"
"2051","13",1921-07-20,300,"Plain stage","Félix Sellier","flat"
"2052","14",1921-07-22,433,"Plain stage","Félix Goethals","flat"
"2053","15",1921-07-24,340,"Plain stage","Félix Goethals","flat"
"2054","1",1920-06-27,388,"Plain stage","Louis Mottiat","flat"
"2055","2",1920-06-29,364,"Plain stage","Philippe Thys","flat"
"2056","3",1920-07-01,405,"Plain stage","Henri Pélissier","flat"
"2057","4",1920-07-03,412,"Plain stage","Henri Pélissier","flat"
"2058","5",1920-07-05,482,"Plain stage","Firmin Lambot","flat"
"2059","6",1920-07-07,326,"Stage with mountain","Firmin Lambot","mountain"
"2060","7",1920-07-09,323,"Stage with mountain","Jean Rossius","mountain"
"2061","8",1920-07-11,325,"Plain stage","Louis Heusghem","flat"
"2062","9",1920-07-14,356,"Stage with mountain","Philippe Thys","mountain"
"2063","10",1920-07-16,333,"Stage with mountain","Hector Heusghem","mountain"
"2064","11",1920-07-18,362,"Stage with mountain","Léon Scieur","mountain"
"2065","12",1920-07-20,354,"Plain stage","Philippe Thys","flat"
"2066","13",1920-07-22,300,"Plain stage","Philippe Thys","flat"
"2067","14",1920-07-24,433,"Plain stage","Félix Goethals","flat"
"2068","15",1920-07-27,340,"Plain stage","Jean Rossius","flat"
"2069","1",1919-06-29,388,"Plain stage","Jean Rossius","flat"
"2070","2",1919-07-01,364,"Plain stage","Henri Pélissier","flat"
"2071","3",1919-07-03,405,"Plain stage","Francis Pélissier","flat"
"2072","4",1919-07-05,412,"Plain stage","Jean Alavoine","flat"
"2073","5",1919-07-07,482,"Plain stage","Jean Alavoine","flat"
"2074","6",1919-07-09,326,"Stage with mountain","Honore Barthelemy","mountain"
"2075","7",1919-07-11,323,"Stage with mountain","Jean Alavoine","mountain"
"2076","8",1919-07-13,370,"Plain stage","Jean Alavoine","flat"
"2077","9",1919-07-15,338,"Stage with mountain","Honoré Barthélemy","mountain"
"2078","10",1919-07-17,333,"Stage with mountain","Honoré Barthélemy","mountain"
"2079","11",1919-07-19,325,"Stage with mountain","Honoré Barthélemy","mountain"
"2080","12",1919-07-21,371,"Stage with mountain","Luigi Lucotti","mountain"
"2081","13",1919-07-23,315,"Plain stage","Luigi Lucotti","flat"
"2082","14",1919-07-25,468,"Plain stage","Firmin Lambot","flat"
"2083","15",1919-07-27,340,"Plain stage","Jean Alavoine","flat"
"2084","1",1914-06-28,388,"Plain stage","Philippe Thys","flat"
"2085","2",1914-06-30,364,"Plain stage","Jean Rossius","flat"
"2086","3",1914-07-02,405,"Plain stage","Emile Engel","flat"
"2087","4",1914-07-04,470,"Plain stage","Oscar Egg","flat"
"2088","5",1914-07-06,376,"Plain stage","Oscar Egg","flat"
"2089","6",1914-07-08,326,"Stage with mountain(s)","Firmin Lambot","mountain"
"2090","7",1914-07-10,323,"Stage with mountain(s)","Jean Alavoine","mountain"
"2091","8",1914-07-12,370,"Plain stage","Octave Lapize","flat"
"2092","9",1914-07-14,338,"Stage with mountain(s)","Jean Rossius","mountain"
"2093","10",1914-07-16,323,"Stage with mountain(s)","Henri Pélissier","mountain"
"2094","11",1914-07-18,325,"Stage with mountain(s)","Gustave Garrigou","mountain"
"2095","12",1914-07-20,325,"Stage with mountain(s)","Henri Pélissier","mountain"
"2096","13",1914-07-22,325,"Stage with mountain(s)","François Faber","mountain"
"2097","14",1914-07-24,390,"Plain stage","François Faber","flat"
"2098","15",1914-07-26,340,"Plain stage","Henri Pélissier","flat"
"2099","1",1913-06-29,388,"Plain stage","Giovanni Micheletto","flat"
"2100","2",1913-07-01,364,"Plain stage","Jules Masselis","flat"
"2101","3",1913-07-03,405,"Plain stage","Henri Pelissier","flat"
"2102","4",1913-07-05,470,"Plain stage","Marcel Buysse","flat"
"2103","5",1913-07-07,379,"Plain stage","Henri Van Lerberghe","flat"
"2104","6",1913-07-09,326,"Stage with mountain(s)","Philippe Thys","mountain"
"2105","7",1913-07-11,324,"Stage with mountain(s)","Marcel Buysse","mountain"
"2106","8",1913-07-13,325,"Plain stage","Gustave Garrigou","flat"
"2107","9",1913-07-15,356,"Stage with mountain(s)","Firmin Lambot","mountain"
"2108","10",1913-07-17,333,"Stage with mountain(s)","Francois Faber","mountain"
"2109","11",1913-07-19,325,"Stage with mountain(s)","Marcel Buysse","mountain"
"2110","12",1913-07-21,335,"Stage with mountain(s)","Marcel Buysse","mountain"
"2111","13",1913-07-23,325,"Stage with mountain(s)","François Faber","mountain"
"2112","14",1913-07-25,393,"Plain stage","Marcel Buysse","flat"
"2113","15",1913-07-27,340,"Plain stage","Marcel Buysse","flat"
"2114","1",1912-06-30,351,"Plain stage","Charles Crupelandt","flat"
"2115","2",1912-07-02,388,"Plain stage","Odile Defraye","flat"
"2116","3",1912-07-04,331,"Stage with mountain(s)","Eugène Christophe","mountain"
"2117","4",1912-07-06,344,"Stage with mountain(s)","Eugène Christophe","mountain"
"2118","5",1912-07-08,366,"Stage with mountain(s)","Eugène Christophe","mountain"
"2119","6",1912-07-10,323,"Stage with mountain(s)","Octave Lapize","mountain"
"2120","7",1912-07-12,334,"Stage with mountain(s)","Odile Defraye","mountain"
"2121","8",1912-07-14,335,"Plain stage","Vicenzo Borgarello","flat"
"2122","9",1912-07-16,289,"Stage with mountain(s)","Odile Defraye","mountain"
"2123","10",1912-07-18,326,"Stage with mountain(s)","Louis Mottiat","mountain"
"2124","11",1912-07-20,379,"Plain stage","Jean Alavoine","flat"
"2125","12",1912-07-21,470,"Plain stage","Louis Heusghem","flat"
"2126","13",1912-07-24,405,"Plain stage","Jean Alavoine","flat"
"2127","14",1912-07-26,361,"Plain stage","Vicenzo Borgarello","flat"
"2128","15",1912-07-28,317,"Plain stage","Jean Alavoine","flat"
"2129","1",1911-07-02,351,"Plain stage","Gustave Garrigou","flat"
"2130","2",1911-07-04,388,"Plain stage","Jules Masselis","flat"
"2131","3",1911-07-06,331,"Stage with mountain(s)","François Faber","mountain"
"2132","4",1911-07-08,344,"Stage with mountain(s)","Charles Crupelandt","mountain"
"2133","5",1911-07-10,366,"Stage with mountain(s)","Émile Georget","mountain"
"2134","6",1911-07-12,348,"Stage with mountain(s)","François Faber","mountain"
"2135","7",1911-07-14,334,"Stage with mountain(s)","Charles Crupelandt","mountain"
"2136","8",1911-07-16,335,"Plain stage","Paul Duboc","flat"
"2137","9",1911-07-18,289,"Stage with mountain(s)","Paul Duboc","mountain"
"2138","10",1911-07-20,326,"Stage with mountain(s)","Maurice Brocco","mountain"
"2139","11",1911-07-22,379,"Plain stage","Paul Duboc","flat"
"2140","12",1911-07-23,470,"Plain stage","Marcel Godivier","flat"
"2141","13",1911-07-26,405,"Plain stage","Gustave Garrigou","flat"
"2142","14",1911-07-28,361,"Plain stage","Paul Duboc","flat"
"2143","15",1911-07-30,317,"Plain stage","Marcel Godivier","flat"
"2144","1",1910-07-03,269,"Plain stage","Charles Crupelandt","flat"
"2145","2",1910-07-05,398,"Plain stage","François Faber","flat"
"2146","3",1910-07-07,259,"Stage with mountain(s)","Emile Georget","mountain"
"2147","4",1910-07-09,309,"Stage with mountain(s)","François Faber","mountain"
"2148","5",1910-07-11,311,"Stage with mountain(s)","Octave Lapize","mountain"
"2149","6",1910-07-13,345,"Stage with mountain(s)","Julien Maitron","mountain"
"2150","7",1910-07-15,345,"Plain stage","François Faber","flat"
"2151","8",1910-07-17,216,"Plain stage","Georges Paulmier","flat"
"2152","9",1910-07-19,289,"Stage with mountain(s)","Octave Lapize","mountain"
"2153","10",1910-07-21,326,"Stage with mountain(s)","Octave Lapize","mountain"
"2154","11",1910-07-23,269,"Plain stage","Ernest Paul","flat"
"2155","12",1910-07-25,391,"Plain stage","Louis Trousselier","flat"
"2156","13",1910-07-27,321,"Plain stage","Gustave Garrigou","flat"
"2157","14",1910-07-29,424,"Plain stage","Octave Lapize","flat"
"2158","15",1910-07-31,262,"Plain stage","Ernesto Azzini","flat"
"2159","1",1909-07-05,272,"Plain stage","Cyrille van Hauwaert","flat"
"2160","2",1909-07-07,398,"Plain stage","François Faber","flat"
"2161","3",1909-07-09,259,"Stage with mountain(s)","François Faber","mountain"
"2162","4",1909-07-11,309,"Stage with mountain(s)","François Faber","mountain"
"2163","5",1909-07-13,311,"Stage with mountain(s)","François Faber","mountain"
"2164","6",1909-07-15,346,"Stage with mountain(s)","François Faber","mountain"
"2165","7",1909-07-17,345,"Plain stage","Ernest Paul","flat"
"2166","8",1909-07-19,303,"Plain stage","Jean Alavoine","flat"
"2167","9",1909-07-21,299,"Plain stage","Constant Ménager","flat"
"2168","10",1909-07-23,269,"Plain stage","François Faber","flat"
"2169","11",1909-07-25,391,"Plain stage","Louis Trousselier","flat"
"2170","12",1909-07-27,321,"Plain stage","Gustave Garrigou","flat"
"2171","13",1909-07-29,424,"Plain stage","Paul Duboc","flat"
"2172","14",1909-08-01,250,"Plain stage","Jean Alavoine","flat"
"2173","1",1908-07-13,272,"Plain stage","Georges Passerieu","flat"
"2174","2",1908-07-15,398,"Plain stage","Lucien Petit-Breton","flat"
"2175","3",1908-07-17,259,"Stage with mountain(s)","François Faber","mountain"
"2176","4",1908-07-19,309,"Stage with mountain(s)","François Faber","mountain"
"2177","5",1908-07-21,311,"Stage with mountain(s)","Georges Passerieu","mountain"
"2178","6",1908-07-23,345,"Stage with mountain(s)","Jean-Baptiste Dortignacq","mountain"
"2179","7",1908-07-25,354,"Plain stage","Lucien Petit-Breton","flat"
"2180","8",1908-07-27,303,"Plain stage","François Faber","flat"
"2181","9",1908-07-29,299,"Plain stage","Lucien Petit-Breton","flat"
"2182","10",1908-07-31,269,"Plain stage","Georges Paulmier","flat"
"2183","11",1908-08-02,391,"Plain stage","Lucien Petit-Breton","flat"
"2184","12",1908-08-04,321,"Plain stage","François Faber","flat"
"2185","13",1908-08-06,415,"Plain stage","Georges Passerieu","flat"
"2186","14",1908-08-09,251,"Plain stage","Lucien Petit-Breton","flat"
"2187","1",1907-07-08,272,"Plain stage","Louis Trousselier","flat"
"2188","2",1907-07-10,398,"Plain stage","Emile Georget Louis Trousselier","flat"
"2189","3",1907-07-12,259,"Stage with mountain(s)","Emile Georget","mountain"
"2190","4",1907-07-14,309,"Stage with mountain(s)","Marcel Cadolle","mountain"
"2191","5",1907-07-16,311,"Stage with mountain(s)","Emile Georget","mountain"
"2192","6",1907-07-18,345,"Stage with mountain(s)","Georges Passerieu","mountain"
"2193","7",1907-07-20,345,"Plain stage","Emile Georget","flat"
"2194","8",1907-07-22,303,"Plain stage","Emile Georget","flat"
"2195","9",1907-07-24,299,"Plain stage","Lucien Petit-Breton","flat"
"2196","10",1907-07-26,269,"Plain stage","Gustave Garrigou","flat"
"2197","11",1907-07-28,391,"Plain stage","Lucien Petit-Breton","flat"
"2198","12",1907-07-30,321,"Plain stage","Gustave Garrigou","flat"
"2199","13",1907-08-01,415,"Plain stage","Emile Georget","flat"
"2200","14",1907-08-04,251,"Plain stage","Georges Passerieu","flat"
"2201","1",1906-07-04,275,"Plain stage","Emile Georget","flat"
"2202","2",1906-07-06,400,"Plain stage","René Pottier","flat"
"2203","3",1906-07-08,416,"Stage with mountain(s)","René Pottier","mountain"
"2204","4",1906-07-10,311,"Plain stage","René Pottier","flat"
"2205","5",1906-07-12,345,"Stage with mountain(s)","René Pottier","mountain"
"2206","6",1906-07-14,292,"Plain stage","Georges Passerieu","flat"
"2207","7",1906-07-16,480,"Plain stage","Louis Trousselier","flat"
"2208","8",1906-07-18,300,"Plain stage","Jean-Baptiste Dortignacq","flat"
"2209","9",1906-07-20,338,"Plain stage","Louis Trousselier","flat"
"2210","10",1906-07-22,391,"Plain stage","Louis Trousselier","flat"
"2211","11",1906-07-24,321,"Plain stage","Louis Trousselier","flat"
"2212","12",1906-07-26,415,"Plain stage","Georges Passerieu","flat"
"2213","13",1906-07-29,259,"Plain stage","René Pottier","flat"
"2214","1",1905-07-09,340,"Plain stage","Louis Trousselier","flat"
"2215","2",1905-07-11,299,"Stage with mountain(s)","Hippolyte Aucouturier","mountain"
"2216","3",1905-07-14,327,"Plain stage","Louis Trousselier","flat"
"2217","4",1905-07-16,348,"Stage with mountain(s)","Hippolyte Aucouturier","mountain"
"2218","5",1905-07-18,192,"Plain stage","Louis Trousselier","flat"
"2219","6",1905-07-20,307,"Plain stage","Jean-Baptiste Dortignacq","flat"
"2220","7",1905-07-22,268,"Plain stage","Louis Trousselier","flat"
"2221","8",1905-07-24,257,"Plain stage","Hippolyte Aucouturier","flat"
"2222","9",1905-07-26,263,"Plain stage","Louis Trousselier","flat"
"2223","10",1905-07-28,167,"Plain stage","Jean-Baptiste Dortignacq","flat"
"2224","11",1905-07-29,253,"Plain stage","Jean-Baptiste Dortignacq","flat"
"2225","1",1904-07-02,467,"Plain stage","Maurice Garin","flat"
"2226","2",1904-07-09,374,"Stage with mountain(s)","Hippolyte Aucouturier","mountain"
"2227","3",1904-07-13,424,"Plain stage","Hippolyte Aucouturier","flat"
"2228","4",1904-07-17,268,"Plain stage","Lucien Pothier","flat"
"2229","5",1904-07-20,425,"Plain stage","Hippolyte Aucouturier","flat"
"2230","6",1904-07-23,471,"Plain stage","Hippolyte Aucouturier","flat"
"2231","1",1903-07-01,467,"Plain stage","Maurice Garin","flat"
"2232","2",1903-07-05,374,"Stage with mountain(s)","Hippolyte Aucouturier","mountain"
"2233","3",1903-07-08,423,"Plain stage","Hippolyte Aucouturier","flat"
"2234","4",1903-07-12,268,"Plain stage","Charles Laeser","flat"
"2235","5",1903-07-13,425,"Plain stage","Maurice Garin","flat"
"2236","6",1903-07-18,471,"Plain stage","Maurice Garin","flat"
"2237","1",2018-07-07,201,"Flat stage","Fernando Gaviria","flat"
"2238","2",2018-07-08,182.5,"Flat stage","Peter Sagan","flat"
"2239","3",2018-07-09,35.5,"Team time trial","BMC Racing Team","time trial"
"2240","4",2018-07-10,195,"Flat stage","Fernando Gaviria","flat"
"2241","5",2018-07-11,204.5,"Hilly stage","Peter Sagan","mountain"
"2242","6",2018-07-12,181,"Hilly stage","Dan Martin","mountain"
"2243","7",2018-07-13,231,"Flat stage","Dylan Groenewegen","flat"
"2244","8",2018-07-14,181,"Flat stage","Dylan Groenewegen","flat"
"2245","9",2018-07-15,156.5,"Hilly stage","John Degenkolb","mountain"
"2246","10",2018-07-17,158.5,"Mountain stage","Julian Alaphilippe","mountain"
"2247","11",2018-07-18,108.5,"Mountain stage","Geraint Thomas","mountain"
"2248","12",2018-07-19,175.5,"Mountain stage","Geraint Thomas","mountain"
"2249","13",2018-07-20,169.5,"Flat stage","Peter Sagan","flat"
"2250","14",2018-07-21,188,"Hilly stage","Omar Fraile","mountain"
"2251","15",2018-07-22,181.5,"Hilly stage","Magnus Cort Nielsen","mountain"
"2252","16",2018-07-24,218,"Mountain stage","Julian Alaphilippe","mountain"
"2253","17",2018-07-25,65,"Mountain stage","Nairo Quintana","mountain"
"2254","18",2018-07-26,171,"Flat","Arnaud Démare","flat"
"2255","19",2018-07-27,200.5,"Mountain stage","Primož Roglič","mountain"
"2256","20",2018-07-28,31,"Individual time trial","Tom Dumoulin","time trial"
"2257","21",2018-07-29,116,"Flat stage","Alexander Kristoff","flat"
"2258","1",2019-07-06,194.5,"Flat stage","Mike Teunissen","flat"
"2259","2",2019-07-07,27.6,"Team time trial","Team Jumbo–Visma","time trial"
"2260","3",2019-07-08,215,"Hilly stage","Julian Alaphilippe","mountain"
"2261","4",2019-07-09,213.5,"Flat stage","Elia Viviani","flat"
"2262","5",2019-07-10,175.5,"Hilly stage","Peter Sagan","mountain"
"2263","6",2019-07-11,160.5,"Mountain stage","Dylan Teuns","mountain"
"2264","7",2019-07-12,230,"Flat stage","Dylan Groenewegen","flat"
"2265","8",2019-07-13,200,"Hilly stage","Thomas De Gendt","mountain"
"2266","9",2019-07-14,170.5,"Hilly stage","Daryl Impey","mountain"
"2267","10",2019-07-15,217.5,"Flat stage","Wout van Aert","flat"
"2268","11",2019-07-17,167,"Flat stage","Caleb Ewan","flat"
"2269","12",2019-07-18,209.5,"Mountain stage","Simon Yates","mountain"
"2270","13",2019-07-19,27.2,"Individual time trial","Julian Alaphilippe","time trial"
"2271","14",2019-07-20,111,"Mountain stage","Thibaut Pinot","mountain"
"2272","15",2019-07-21,185,"Mountain stage","Simon Yates","mountain"
"2273","16",2019-07-23,177,"Flat stage","Caleb Ewan","flat"
"2274","17",2019-07-24,200,"Hilly stage","Matteo Trentin","mountain"
"2275","18",2019-07-25,208,"Mountain stage","Nairo Quintana","mountain"
"2276","19",2019-07-26,89,"Mountain stage",NA,"mountain"
"2277","20",2019-07-27,59.5,"Mountain stage","Vincenzo Nibali","mountain"
"2278","21",2019-07-28,128,"Flat stage","Caleb Ewan","flat"
"2279","1",2020-08-29,156,"Flat stage","Alexander Kristoff","flat"
"2280","2",2020-08-30,186,"Medium mountain stage","Julian Alaphilippe","mountain"
"2281","3",2020-08-31,198,"Flat stage","Caleb Ewan","flat"
"2282","4",2020-09-01,160.5,"Hilly stage","Primož Roglič","mountain"
"2283","5",2020-09-02,183,"Flat stage","Wout van Aert","flat"
"2284","6",2020-09-03,191,"Hilly stage","Alexey Lutsenko","mountain"
"2285","7",2020-09-04,168,"Flat stage","Wout van Aert","flat"
"2286","8",2020-09-05,141,"Mountain stage","Nans Peters","mountain"
"2287","9",2020-09-06,153,"Mountain stage","Tadej Pogačar","mountain"
"2288","10",2020-09-08,168.5,"Flat stage","Sam Bennett","flat"
"2289","11",2020-09-09,167,"Flat stage","Caleb Ewan","flat"
"2290","12",2020-09-10,218,"Hilly stage","Marc Hirschi","mountain"
"2291","13",2020-09-11,191.5,"Medium mountain stage","Daniel Martínez","mountain"
"2292","14",2020-09-12,194,"Hilly stage","Søren Kragh Andersen","mountain"
"2293","15",2020-09-13,174.5,"Mountain stage","Tadej Pogačar","mountain"
"2294","16",2020-09-15,164,"Mountain stage","Lennard Kämna","mountain"
"2295","17",2020-09-16,170,"Mountain stage","Miguel Ángel López","mountain"
"2296","18",2020-09-17,175,"Mountain stage","Michał Kwiatkowski","mountain"
"2297","19",2020-09-18,166.5,"Flat stage","Søren Kragh Andersen","flat"
"2298","20",2020-09-19,36.2,"Mountain time trial","Tadej Pogačar","time trial"
"2299","21",2020-09-20,122,"Flat stage","Sam Bennett","flat"
"2300","1",2021-06-26,197.8,"Hilly stage","Julian Alaphilippe","mountain"
"2301","2",2021-06-27,183.5,"Medium-mountain stage","Mathieu van der Poel","mountain"
"2302","3",2021-06-28,182.9,"Flat stage","Tim Merlier","flat"
"2303","4",2021-06-29,150.4,"Flat stage","Mark Cavendish","flat"
"2304","5",2021-06-30,27.2,"Individual time trial","Tadej Pogačar","time trial"
"2305","6",2021-07-01,160.6,"Flat stage","Mark Cavendish","flat"
"2306","7",2021-07-02,249.1,"Medium-mountain stage","Matej Mohorič","mountain"
"2307","8",2021-07-03,150.8,"Mountain stage","Dylan Teuns","mountain"
"2308","9",2021-07-04,144.9,"Mountain stage","Ben O'Connor","mountain"
"2309","10",2021-07-06,190.7,"Flat stage","Mark Cavendish","flat"
"2310","11",2021-07-07,198.9,"Mountain stage","Wout van Aert","mountain"
"2311","12",2021-07-08,159.4,"Flat stage","Nils Politt","flat"
"2312","13",2021-07-09,219.9,"Flat stage","Mark Cavendish","flat"
"2313","14",2021-07-10,183.7,"Medium-mountain stage","Bauke Mollema","mountain"
"2314","15",2021-07-11,191.3,"Mountain stage","Sepp Kuss","mountain"
"2315","16",2021-07-13,169,"Medium-mountain stage","Patrick Konrad","mountain"
"2316","17",2021-07-14,178.4,"Mountain stage","Tadej Pogačar","mountain"
"2317","18",2021-07-15,129.7,"Mountain stage","Tadej Pogačar","mountain"
"2318","19",2021-07-16,207,"Flat stage","Matej Mohorič","flat"
"2319","20",2021-07-17,30.8,"Individual time trial","Wout van Aert","time trial"
"2320","21",2021-07-18,108.4,"Flat stage","Wout van Aert","flat"
